Artikelbezeichnung;Pharmacode;EAN-Code;alessandra.schwarz@coop.ch
SIGVARIS ECF A-D KKL2 M lang off black 1 Paar;4259433;7.61171E+12;
SIGVARIS ECF A-D KKL2 M lang off sav 1 Paar;6093439;7.61171E+12;
SIGVARIS ECF A-D KKL2 M norm ges sav 1 Paar;6093681;7.61171E+12;
SIGVARIS ECF A-D KKL2 XL norm off sav 1 Paar;6093468;7.61171E+12;
SIGVARIS ECF A-D KKL2 XS nor off NHR ca 1 Paar;6093899;7.61171E+12;
SIGVARIS ECF A-D KKL2+ M norm ges sav 1 Paar;6093801;7.61171E+12;
SIGVARIS ECF A-D KKL2+ M norm off sav 1 Paar;6093540;7.61171E+12;
SIGVARIS ECF A-D KKL2+ S lang off black 1 Paar;4259597;7.61171E+12;
SIGVARIS ECF A-D KKL2+ S norm ges grey 1 Paar;4255323;7.61171E+12;
SIGVARIS ECF A-G KKL2 M no off NHR sav 1 Paar;6103712;7.61171E+12;
SIGVARIS ECF A-G KKL2 S ku off NHR sav 1 Paar;6103675;7.61171E+12;
SIGVARIS ECF A-G KKL2 S no off NHR gr 1 Paar;6101305;7.61171E+12;
SIGVARIS ECF A-G KKL2 XS no off NHR car 1 Paar;6102061;7.61171E+12;
SIGVARIS ECF A-G KKL2+ M no off NHR sav 1 Paar;6103907;7.61171E+12;
SIGVARIS ECF A-G KKL2+ S la off NHR sav 1 Paar;6103882;7.61171E+12;
SIGVARIS ECF A-G KKL2+ S no ges NHR car 1 Paar;6102687;7.61171E+12;
SIGVARIS ECF A-G KKL2+ XL la ges NHR bl 1 Paar;6105160;7.61171E+12;
SIGVARIS ECF A-G KKL2+ XS ku ges NHR bl 1 Paar;6105013;7.61171E+12;
SIGVARIS ECF A-G KKL2+ XS no off NHR sav 1 Paar;6103830;7.61171E+12;
SIGVARIS ECF A-TM KKL2+ S norm ges black 1 Paar;4300928;7.61171E+12;
SIGVARIS ECL A-D KKL2 M+ lang ges savanna 1 Paar;2289016;7.61171E+12;
SIGVARIS ECL A-D KKL2 S+ kurz ges schwarz 1 Paar;2289045;7.61171E+12;
SIGVARIS ECL A-G KKL2 L kurz ges NHR schw 1 Paar;2986152;7.61171E+12;
SIGVARIS ECL A-G KKL2 L kurz gesch NHR car 1 Paar;7796310;7.61171E+12;
SIGVARIS ECL A-G KKL2 L lang off SVHR schw 1 Paar;7851090;7.61338E+12;
SIGVARIS ECL A-G KKL2 M lang ges NHR sava 1 Paar;2985603;7.61171E+12;
SIGVARIS ECL A-G KKL2 M+ lang off NHR sav 1 Paar;2985460;7.61171E+12;
SIGVARIS ECL A-T KKL2 L kurz ges crispa 1 Paar;2293087;7.61171E+12;
SIGVARIS ECL A-TM KKL2 L+ lang ges savanna 1 Paar;2309492;7.61171E+12;
SIGVARIS ETH A-D KKL1 M no NHR of sch 1 Paar;1023432;7.61338E+12;
SIGVARIS ETH A-D KKL2 L norm ges black 1 Paar;4809715;7.61171E+12;
SIGVARIS ETH A-D KKL2 L+ n ge NHR bl 1 Paar;5766534;7.61171E+12;
SIGVARIS ETH A-D KKL2 S kurz ges black 1 Paar;5564285;7.61171E+12;
SIGVARIS ETH A-D KKL2 S kurz ges nature 1 Paar;5564144;7.61171E+12;
SIGVARIS ETH A-D KKL2 S lang off black 1 Paar;4799520;7.61171E+12;
SIGVARIS ETH A-D KKL2 S norm ges nature 1 Paar;4800134;7.61171E+12;
SIGVARIS ETH A-D KKL2 XL kurz ges nature 1 Paar;5564173;7.61171E+12;
SIGVARIS ETH A-D KKL2 XL kurz off nature 1 Paar;5563914;7.61171E+12;
SIGVARIS ETH A-D KKL2 XL norm off nature 1 Paar;5399828;7.61171E+12;
SIGVARIS ETH A-D KKL2 XL+ norm off nature 1 Paar;5399840;7.61171E+12;
SIGVARIS ETH A-D KKL2 XXS+ kurz ges natur 1 Paar;5564196;7.61171E+12;
SIGVARIS ETH A-D KKL2 XXS+ norm ges black 1 Paar;5425945;7.61171E+12;
SIGVARIS ETH A-D KKL2 XXS+ norm ges nature 1 Paar;5425891;7.61171E+12;
SIGVARIS ETH A-D KKL2+ M no ges NHR natur 1 Paar;5385246;7.61171E+12;
SIGVARIS ETH A-G KKL2 M norm ges MNHR schw 1 Paar;7820909;7.61338E+12;
SIGVARIS ETH A-G KKL2 M norm off MNHR schw 1 Paar;7820907;7.61338E+12;
SIGVARIS ETH A-G KKL2 XS norm ges NHR natu 1 Paar;4836787;7.61171E+12;
SIGVARIS ETH A-G KKL2+ XS kurz ges NHR bla 1 Paar;4843681;7.61171E+12;
SIGVARIS ETH A-T KKL2 L lang ges nat 1 Paar;4866334;7.61171E+12;
SIGVARIS ETH A-T KKL2+ L lang ges black 1 Paar;4866713;7.61171E+12;
SIGVARIS ETH A-TM KKL2+ M lang ges black 1 Paar;4870927;7.61171E+12;
SIGVARIS FIX Klebstoff (#) Roll-on 60 ml;7611267;7.61338E+12;
SIGVARIS FIX Klebstoff Roll-on 60 ml;1000488;7.61338E+12;
SIGVARIS HL Wom A-D S norm ges black 1 Paar;6605187;7.61171E+12;
SIGVARIS magnide on/off M (#);6316129;7.61171E+12;
SIGVARIS MELANY S;7783476;7.61338E+12;
SIGVARIS Microfiber Men Arg A-D C ges purp 1 Paar;7707180;7.61338E+12;
SIGVARIS Microfiber Men Str A-D A ges grap 1 Paar;7707010;7.61338E+12;
SIGVARIS sim-slide M (#);6316098;7.61171E+12;
SIGVARIS SSE A-D KKL1 S norm ges black 1 Paar;3722892;7.61171E+12;
SIGVARIS SSE A-D KKL2 L norm ges black 1 Paar;3696806;7.61171E+12;
SIGVARIS SSE A-D KKL2 L norm off black 1 Paar;3695971;7.61171E+12;
SIGVARIS SSE A-D KKL2 M la of ho chi 1 Paar;1024289;7.61338E+12;
SIGVARIS SSE A-D KKL2 M lang off black 1 Paar;3695959;7.61171E+12;
SIGVARIS SSE A-D KKL2 S norm off sa 1 Paar;5961000;7.61171E+12;
SIGVARIS SSE A-D KKL2 XS nor off NHR sa 1 Paar;5957139;7.61171E+12;
SIGVARIS SSE A-D KKL2 XS norm off NHR bl 1 Paar;4236805;7.61171E+12;
SIGVARIS SSE A-D KKL2 XXS+ norm off gr 1 Paar;5960839;7.61171E+12;
SIGVARIS SSE A-D KKL2+ M norm ges caram 1 Paar;3697208;7.61171E+12;
SIGVARIS SSE A-D KKL2+ XS norm ges black 1 Paar;3696841;7.61171E+12;
SIGVARIS SSE A-G KKL2 XL nor off NHR 1 Paar;5393240;7.61171E+12;
SIGVARIS SSE A-G KKL2+ L la ge NHR sa 1 Paar;5959167;7.61171E+12;
SIGVARIS SSE A-G KKL2+ M nor ges NHR bl 1 Paar;3722567;7.61171E+12;
SIGVARIS SSE A-T KKL1 XS+ l ges savanna 1 Paar;7762854;7.61171E+12;
SIGVARIS SSE A-T KKL2 L norm ge sa 1 Paar;5962413;7.61171E+12;
SIGVARIS SSE A-TM KKL2+ S norm ges black 1 Paar;3714585;7.61171E+12;
SIGVARIS SSE A-TM KKL2+ XS lang ge sa 1 Paar;5963559;7.61171E+12;
SIGVARIS SSE A-TM KKL2+ XXS norm off cara 1 Paar;5393984;7.61171E+12;
SIGVARIS THR Throm A-D L kurz weiss 1 Paar;7293927;7.61171E+12;
SIMILASAN Allerg rea Augen N Monodosen 20 x 0.4 ml;7853275;7.68067E+12;
SIMILASAN Arnica plus Glob Fl 15 g;1019978;7.68051E+12;
SIMILASAN Arnica plus Spray 90 ml;5480370;7.68056E+12;
SIMILASAN Entzündete Augen N Monodosen 20 x 0.4 ml;7853274;7.68068E+12;
SIMILASAN Trockene Augen N Monodosen 20 x 0.4 ml;7853273;7.68067E+12;
SIROCCO Teebeutel Lemon Beach 20 Stk;7785716;7.61186E+12;
SIROCCO Teebeutel Red Kiss 20 Stk;6499785;7.61186E+12;
SN Levisticum officinale 1DH comp. Nasenspray 30ml;10016584;NA;
SOFT ZELLIN Alkoholpads 100 Stk;7835678;5.69367E+12;
SOLEIL VIE Eukalyptushonig Bio 500 g;3074401;7.6401E+12;
SOMATOLINE 7 Nächte Natural Topf 400 ml;7750320;8.00241E+12;
SONETT Gallseife 100 g;4383506;4.00755E+12;
SONETT Kernseife 100 g;5723111;4.00755E+12;
SONNENKORN Indische Flohsamenschalen Bio 99% 220 g;7445610;7.64011E+12;
SONNENTOR Abend Tee BIO 50 g;2807729;9.00415E+12;
SONNENTOR Basen Ausgleich Tee BIO 50 g;3136970;9.00415E+12;
SONNENTOR Durchatmen im Wald Tee BIO Btl 18 Stk;7810153;9.00415E+12;
SONNENTOR Flohsamen ganz BIO 90 g;7815121;9.00415E+12;
SONNENTOR Früchte Traum Tee einzeln BIO Btl 18 Stk;5543722;9.00415E+12;
SONNENTOR Früchte Traum Tee lose BIO 100 g;2501924;9.00415E+12;
SONNENTOR Frühlingskuss Kräutertee offen BIO 80 g;4152362;9.00415E+12;
SONNENTOR Frühlingskuss Tee BIO Btl 18 Stk;5604553;9.00415E+12;
SONNENTOR Gute Laune Kräutertee BIO 18 Btl 1.5 g;4838160;9.00415E+12;
SONNENTOR Gute Laune Tee lose BIO Btl 50 g;2501947;9.00415E+12;
SONNENTOR Guten Morgen einzeln BIO 18 Stk;5361814;9.00415E+12;
SONNENTOR Guten Morgen Tee BIO 50 g;3949756;9.00415E+12;
SONNENTOR Hanfblätter Tee BIO Btl 40 g;7307954;9.00415E+12;
SONNENTOR Hibiskus Tee BIO 80 g;3148097;9.00415E+12;
SONNENTOR Himmlischer Christkindl Tee n BIO 18 Stk;7826249;9.00415E+12;
SONNENTOR Lebkuchen Zeit Tee BIO Btl 18 Stk;7740053;9.00415E+12;
SONNENTOR Mate Tee BIO 90 g;3147910;9.00415E+12;
SONNENTOR Salbei Tee BIO Btl 18 Stk;7749251;9.00415E+12;
SONNENTOR Schönen Feierabend Kräutertee BIO 50 g;3625373;9.00415E+12;
SONNENTOR Sonnige Grüsse BIO 18 x 2.5 g;4838823;9.00415E+12;
SONNENTOR Tante Trudls Apfelstrudel Tee BIO 18 Stk;6690974;9.00415E+12;
SONNENTOR Walderdbeer Tee Bio 18 Btl 3 g;4502313;9.00415E+12;
SORBALGON Classic 10x10cm 10 Stk;7840898;6.94061E+12;
SORBALGON Classic 5x5cm 10 Stk;7840899;6.94061E+12;
SOUFROL Schwefel-Öl-Bad Fl 800 ml;6832977;7.61205E+12;
SPAGYROS Gelsemium Glob C 30 Multiclick 2 g;4010188;7.61316E+12;
SPAGYROS GEMMO Juniperus comm Glyc Maz D 1 30 ml;4860113;7.61316E+12;
SPAGYROS Natrium muriat Glob C 30 Multiclick 2 g;4066390;7.61316E+12;
SPAGYROS Sepia Glob XMCF Easyclick 1 Dos;3585900;NA;
SPENGLER Staph aureus comp Spray D 13 NEU 50 ml;7325857;7.64013E+12;
SPENGLERSAN Staphylococ aure comp D 13 Spray 50 ml;6771460;7.68042E+12;
SPONSER Whey Isolate 94 Vanilla Ds 425 g;7466144;7.61117E+12;
SPORTUSAL Gel Tb 100 g;1006807;7.68047E+12;
SPORTUSAL Gel Tb 50 g;1006806;7.68047E+12;
SQUITIES Duftaufkleber Ds 24 Stk;1026589;7.64017E+12;
STERILLIUM pure mit Pumpe 500 ml;7525295;4.03168E+12;
STERILUX ES-Kompresse T17 10x20cm 12f st 5 Stk;7825875;4.0495E+12;
STERILUX ES-Kompresse T17 5x5cm 8f st 50 x 3 Stk;7825871;4.0495E+12;
STÖCKLIMED Atemschutzmaske FFP2 o Vent DEU 10 Stk;7822221;4.26072E+12;
STODAL Sirup 200 ml;2186977;7.68057E+12;
STRATH Immun Tabl Blist 200 Stk;6825316;7.61072E+12;
STREPSILS Dolo Lutschtabl Orange 16 Stk;7836571;7.68065E+12;
STUDEX 75006 Mini Bezel m Kristall 3mm wei 1 Paar;7302514;48675662048;
STUDEX 75007 Bezel mit Kristall 4mm verg 1 Paar;7302543;48675612043;
STUDEX 75008 Bezel mit Kristall 4mm weiss 1 Paar;7302537;48675622042;
STUDEX 75016 Daisy Saphir hell-Saph 5mm wei 1 Paar;7302974;48675175289;
STUDEX 75017 Daisy Rosé-Fuchsia 5mm weiss 1 Paar;7302980;48675175210;
STUDEX 75018 Novelty Marienkäfer 5mm weiss 1 Paar;7302738;48675908122;
STUDEX 75036 Daisy Kristall 5mm vergoldet 1 Paar;7303011;48675695046;
STUDEX 75050 Mini Bezel m Kristall 3mm verg 1 Paar;7302520;48675652049;
STUDEX 75063 Bezel Aquamarin 4mm weiss 1 Paar;7302566;48675622035;
STUDEX 75083 Tiffany m Stern 5mm weiss 1 Paar;7302589;48675175128;
STUDEX 75085 Tiffany mit Kristall 4mm weiss 1 Paar;7302632;48675797047;
STUDEX 75091 Novelty Fussball 5mm weiss 1 Paar;7302767;48675634397;
STUDEX 75095 Daisy Kristall 5mm weiss 1 Paar;7303028;48675626040;
STUDEX 75128 Fireball Kristall 4.5mm weiss 1 Paar;7302448;48675932882;
STUDEX 75129 Tiffany m Herz Pink 5mm weiss 1 Paar;7302595;48675634496;
STUDEX 75131 Titan Mini Bezel Jet 3mm weiss 1 Paar;7303241;48675676304;
STUDEX 75167 Perle 5mm vergoldet 1 Paar;7302431;48675934084;
STÜLPA FIX Netzverband Gr4 Bein Rolle 25 Meter;2305086;4.0495E+12;
STÜLPA Schlauchbandage 10cmx15m Gr4R Rolle;3038865;4.0495E+12;
SUNDO Keilkissen 370x370x70/20mm rot;6474503;4.25063E+12;
SUNDO Lotion-Creamer 44cm lang weiss/blau;6473923;4.25063E+12;
Supair Pillendosen rund 3 Fäc Mandala-Line ass;10016137;7.64013E+12;
SUPRADYN pro IMMUNO plus Kaps Blist 56 Stk;7822610;7.64011E+12;
SUPRASORB H Dünn 5x5cm 10 Stk;7752185;4.05665E+12;
SUPRASORB P Schaumverband 10x10cm n klebe 10 Stk;2601956;4.02145E+12;
SUPRASORB P Schaumverband 7.5x7.5cm selbstk 10 Stk;2506212;4.02145E+12;
SWISS CANNABIS Gum 120 mg CBD Mint Box 24 Stk;7462324;7.61203E+12;
TALE Rippengürtel 15cm gepolstert Damen weiss;1582524;7.61268E+12;
TALE Rippengürtel 15cm Herren Velcro weiss;1580293;7.61268E+12;
TANGLE TEEZER Wet Detangler Large peach;7771727;5.06063E+12;
TANGLE TEEZER Wet Detangler Mini sea green;7797980;5.06063E+12;
TAPTIQOM (IMP D) 15mcg/ml+5mg/ml 30 x 0.3 ml;7759513;NA;
TAURO TEOFARMA (IMP I) Kaps 250 mg 20 Stk;7793624;NA;
TEBODONT Mundspülung Petfl 500 ml;7853197;7.61184E+12;
TELFAST Filmtabl 120 mg 30 Stk;7836850;7.68054E+12;
TELFAST Filmtabl 120 mg Blist 30 Stk;1898055;7.68054E+12;
TELFAST Filmtabl 180 mg (#) 10 Stk;1898061;7.68054E+12;
TELFAST Filmtabl 180 mg 30 Stk;7836849;7.68054E+12;
TELFASTIN ALLERGO Filmtabl 120 mg 30 Stk;7846724;7.68061E+12;
TENA Comfort Plus 46 Stk;6190378;7.32254E+12;
TENA Flex Ultima M 20 Stk;7835095;7.32254E+12;
TENA Men Premium Fit Underwear Level 4 S/M 12 Stk;6985681;7.32254E+12;
TENA Pants Maxi S 10 Stk;7815619;7.32254E+12;
TENA Pants Night Super M 10 Stk;7787115;7.32254E+12;
TENA Pants Normal M 18 Stk;7332751;7.32254E+12;
TENA Silhouette Normal L weiss 10 Stk;7728041;7.32254E+12;
TEPE EasyPick XL;7816358;7.3174E+12;
TERBINAFIN Zentiva Creme 1 % Tb 15 g;7769189;7.68058E+12;
TERUMO Agani Einmalka 30G 0.3x13mm gelb 100 Stk;6271496;6.92303E+12;
THEALOZ Duo Gtt Opht (#) Fl 10 ml;7838943;3.66204E+12;
Theophyllin Aristo 350mg (IMP D) 100 Retardkapseln;10016310;NA;
THICKENUP Plv Ds 227 g;1840966;7.61303E+12;
TIBIOL für den Fuss 15 ml;5290741;7.64015E+12;
TOP TEN Suspensio alba 100 g;1035243;7.61267E+12;
Topsym Polyvalent Salbe+Bepanthen Salbe1:2 45gTube;10016542;NA;
TOXAPREVENT Medi Plus Stick 30 x 3 g;7045170;4.0353E+12;
Tragtasche gross;10016202;NA;
Tretinoin 0.025% in Linola Halbfett Creme, 30g;10016604;NA;
TRICHOSENSE Kaps Ds 60 Stk;7740523;NA;
TRIMIPRAMIN AL (IMP D) Tropfen 40 mg/ml Fl 30 ml;1004356;NA;
TRIOFAN Complete Hustensirup Fl 175 ml;7837522;7.64025E+12;
TRIOFAN Hustenlöser Süssholz Tropfen Fl 30 ml;7835667;7.68051E+12;
TRIOFAN Hustenstiller Sirup Fl 200 ml;7835669;7.68054E+12;
TRIOMER 3plus Nasenspray 15 ml;7800223;7.64025E+12;
TRIOMER Lös isotonisch 30 Monodos 5 ml;7809558;7.64025E+12;
TRIOMER Nasensalbe Tb 10 g;7786271;7.64025E+12;
TRISA Basic Rundbürste Styling small;5920136;7.6102E+12;
TRISA Ersatzset Sonic Pro Clean;5650300;7.6102E+12;
TRISA Interdental Brush ISO 4 1.3mm 3 Stk;4428551;7.6102E+12;
TRISA SONICPOWER Ersatzset Comp Protect med;6355081;7.6102E+12;
TRIXO-LIND Pflegelotion (neu) Tb 100 ml;7840001;4.04696E+12;
TUBEGAZE Schlauchgaze 20m Nr78;7301845;4.0522E+12;
TWINKLE Silber Pflege Ds 125 g;4425564;75929750107;
ULTRASUN Extreme SPF 50+ Tb 250 ml;7815374;7.56848E+11;
ULTRASUN Face Tan Activator SPF30 50 ml;6871606;7.56848E+11;
ULTRASUN Face&Scalp UV Protection Mist SPF50 75 ml;7815379;7.56848E+11;
ULTRASUN Family SPF50 Tb 250 ml;7850544;7.56848E+11;
ULTRASUN Glimmer MAX SPF30 Fl 150 ml;7807664;7.56848E+11;
ULTRASUN Kids SPF50+ Tb 250 ml;7815344;7.56848E+11;
ULTRASUN Lip Protection SPF50 4.8 g;7570261;7.56848E+11;
ULTRASUN Sports Gel SPF 50 Fl 200 ml;7321629;7.56848E+11;
ULTRASUN Sports Spray SPF 50 150 ml;7285313;7.56848E+11;
UNIGEL Gelierzucker konventionell Btl 500 g;3490418;7.61163E+12;
UNOMEDICAL A4 Urinbeutel 2l steril 50 Stk;7814286;5.70524E+12;
UNTERWEGER Vital Fussbalsam Latschenkiefer 100 ml;1139817;9.00279E+12;
URGO Filmogel geschädigte Nägel Fl 3.3 ml;7844196;3.66449E+12;
URISTIX Streifen 50 Stk;206233;5.016E+12;
URO-TAINER Polyhexanid 0.02 % 10 Btl 100 ml;6815921;4.03054E+12;
VAGIWELL Dilator Set Premium mit Grösse 1-5;6163507;4.01327E+12;
VALACLEAN Basic Ein Waschhandsc 15.5x22.5cm 50 Stk;1757811;4.0495E+12;
VALACLEAN Z Einmal Waschlappen 20x25cm 100 Stk;4927076;7.6116E+12;
VALERIANA COMP Heel Tropfen Fl 30 ml;2192848;7.64014E+12;
VALGULOC II Stabilorthese universal titan;4347568;4.02403E+12;
VARIHESIVE E Verband 10x10cm 10 Stk;1818406;7.68455E+11;
VARIHESIVE Verband 7.5x7.5cm extra dünn 5 Stk;1407123;7.68455E+11;
VASELINE Lip Care Mini Jar Original 7 g;7577665;3.0521E+11;
VENORUTON Gel 20 mg/g Tb 100 g;7840644;7.68028E+12;
VEPOCALC WC-Entkalker + Rostlöser Fl 750 ml;5536248;7.61137E+12;
VEPOCLEANER Wischpflege Konzentrat 500 ml;4064095;7.61137E+12;
VICHY Deo Duo C.C Femmes 2023 2 x 50 ml;1001515;4.03096E+12;
VICHY Deo Spray Optimale Verträglich 48H 100 ml;7756748;3.33788E+12;
VICHY Dercos Shamp Ultra-Sen Fe Kopfh DE/IT 200 ml;6554521;3.33788E+12;
VICHY Homme Deo Anti-Flecken 48h Roll-on 50 ml;7293399;3.33788E+12;
VICHY Homme Deo C.C Roll-on 96h DE/IT/FR 50 ml;7826506;3.33788E+12;
VICHY Ideal Soleil Frische Spray Hydr LSF30 200 ml;7238733;3.33788E+12;
VICHY IS Stick f empfindl Hautpartien LSF50+ 9 g;3064029;30065949;
VICHY Liftactiv Retinol Special Serum Fl 30 ml;7841198;4.03096E+12;
VICHY Liftactiv Specialist B3 LSF50 Topf 50 ml;1001514;3.33788E+12;
VICHY Minéral 89 Gesichtscreme FF J Rich 50 ml;1001513;3.33788E+12;
VICHY Neovadiol Augen&Lippen Multi Korr Pfle 15 ml;7835300;3.33788E+12;
VICHY Normaderm Reinigungsfluid Mizellen 200 ml;4917675;3.33787E+12;
VICHY Pureté Therm feucht Gesichtswasser nH 200 ml;6200361;3.33787E+12;
VIDISAN Gtt Opht Fl 10 ml;4726277;4.2602E+12;
VISINE Classic Hydro Gtt Opht 0.5 mg/ml Fl 15 ml;7849654;7.68068E+12;
VISIODORON EUPHRASIA Gtt Opht Fl 10 ml;7836271;7.6805E+12;
VISIODORON EUPHRASIA Gtt Opht MD 20 x 0.4 ml;7836272;7.6805E+12;
VITA CHONDROCURMA Plus Drink Btl 20 Stk;7835610;7.6147E+12;
VITA OMEGA Plus Kaps 1g Fischöl 30mg Q10 90 Stk;4361491;7.64014E+12;
VITA RELAX Plus Drink Btl 30 Stk;7835611;7.6147E+12;
VITALUX Plus Kaps 28 Stk;7844009;3.00658E+11;
VITALUX Plus Kaps Fl 84 Stk;7844010;3.00658E+11;
VITAMIN D3 Sandoz eco Kaps 1000 IE 30 Stk;7833061;7.68068E+12;
VITAMIN D3 Sandoz eco Kaps 1000 IE 90 Stk;7833062;7.68068E+12;
VITAMINA D3 Schmelzfilm 1000 I.U. 30 Stk;7801066;7.61229E+12;
VITARUBIN Oral Filmtabl 1000 mcg 100 Stk;7835474;7.68068E+12;
VITARUBIN Oral Filmtabl 1000 mcg 30 Stk;7835473;7.68068E+12;
VITILITY Massageball 10cm;6756408;8.71889E+12;
VITILITY Massageball 6cm;5234429;8.71803E+12;
Vivanel Body Lotion Neroli & Ginger 300ml;10015165;4.25012E+12;
Vivanel Duschgel 300ml;10015253;NA;
VLIWASOFT Schlitzkompresse 10x10cm st 50 x 2 Stk;2208207;4.02145E+12;
VLIWASOFT Schlitzkompresse 7.5x7.5cm st 50 x 2 Stk;2627654;4.02145E+12;
VOGEL Boldosan Leber-Galle Tabl Glas 60 Stk;7751864;7.68066E+12;
VOGEL Dormeasan Tropfen 100 ml;2731297;7.68036E+12;
VOGEL Ginkgoforce Tropfen Fl 100 ml;7212745;7.68051E+12;
VOGEL Knoblauch Kapseln Glas 120 Stk;7835823;7.61031E+12;
VOGEL Menosan Salvia Tabl Glas 90 Stk;7838940;7.68062E+12;
VOGEL Po-Ho Öl neo Fl 10 ml;1004667;7.68069E+12;
VOGEL Stirnhöhlen-Tabletten Tabl Fl 120 Stk;3612577;7.68053E+12;
VOGEL Weizenkeimöl 200 ml;945870;7.61031E+12;
VOLTAREN DOLO Patch Pfl 140 mg Btl 10 Stk;7852244;7.68069E+12;
VOLTAREN DOLO Patch Pfl 140 mg Btl 5 Stk;7852243;7.68069E+12;
WALA Anagallis comp Glob Fl 20 g;4228912;7.64019E+12;
WALA Aurum/Hyoscyamus comp Glob Fl 20 g;4910816;7.64019E+12;
WALA Avena comp Glob Fl 20 g;4231446;7.64019E+12;
WALA Calcium carbonicum cum Quercu Glob D 6 20 g;6053322;7.64019E+12;
WALA Lachesis comp Glob Fl 20 g;1966822;7.64019E+12;
WARMIES Wärme-Stofftier Alpaka;7803000;4.26039E+12;
WARMIES Wärme-Stofftier Boston Terrier;7836676;4.26039E+12;
WELEDA BABY CALENDULA Pflegeöl parfümf Fl 200 ml;5455449;7.61192E+12;
WELEDA Belebendes Haar-Tonikum 100 ml;5428257;7.61192E+12;
WELEDA Chamomilla comp Supp Blist 10 Stk;7844774;7.61192E+12;
WELEDA Formica Dil D 12 50 ml;7775250;7.61192E+12;
WELEDA Hamamelis/Quercus comp Ungt Tb 25 g;7794262;7.61192E+12;
WELEDA LAVENDEL Entspannendes Pflege-Öl 100 ml;7085005;7.61192E+12;
WELEDA Lavendel Entspannungsbad Fl 200 ml;2823266;4.00164E+12;
WELEDA NATURWEISHEIT Meine Nacht 46 Stk;7810647;7.61192E+12;
WELEDA Oxalis Folium 20 % Externa 100 ml;4145965;7.61192E+12;
WELEDA SALBEI Deo Spray 100 ml;7810398;4.00164E+12;
WIDMER All Day 30 Parf 100 ml;5163965;7.61148E+12;
WIDMER Dusch Gel 2022 parf 250 ml;7843712;7.61148E+12;
WIDMER Good Night Cream parf 50 ml;7825647;7.61148E+12;
WIDMER Mattifying Moisturiser Parf 50 ml;7825662;7.61148E+12;
WIDMER Moisturising Cr UV20 Parf 50 ml;7825668;7.61148E+12;
WIDMER REMEDERM Cr Argent Repair Unparf 75 ml;4424079;7.61148E+12;
WIDMER Sun Gel 30 Parf 100 ml;6968091;7.61148E+12;
WIEGAND Medibecher 25ml transp waschbar 50 Stk;7781037;7.64015E+12;
WILLI FOX Alkoholtester 2 Stk;5474524;7.64016E+12;
WILLI FOX Drogentest Multi 6 Drogen Urin 2 Stk;5413801;7.64016E+12;
WILLI FOX Drogentest THC einzel Urin 3 Stk;5413712;7.64016E+12;
WILLI FOX Helicobacter Pylori Stuhl Test;7736648;7.64016E+12;
YUMA Molke Nature Btl 750 g;6546527;7.6401E+12;
ZACTIGIS SkinCTRL Gélules 60 Stk;6631865;7.64012E+12;
ZELLER Heuschnupfen Filmtabl 60 Stk;7323947;7.68067E+12;
ZELLOSAN Zellstofftupfer 4x5cm unster 2 x 500 Stk;7834492;4.25133E+12;
ZETUVIT Plus Silicone Border 10x10cm 10 Stk;7749089;4.0522E+12;
ZOVIRAX LIP Duo Creme Tb 2 g;7844120;7.68068E+12;
3M FUTURO SPORT Kniebandage M;4464742;4.0058E+12;
3M NEXCARE Heat Patch 9.5x13cm 5 Stk;6518264;4.04672E+12;
3M OPTICLUDE Sil Augenv 5.3x7cm Midi Gi (n) 50 Stk;7775571;4.0546E+12;
3M Polsterwatte 15cmx2.7m Rolle 12 Stk;2515903;2.01403E+12;
A&E Ceramide-Kom straffendes Serum Disp 50 ml;7845135;8.02941E+12;
A&E Deo Spray Bioaktiv Antimikrobiell 100 ml;7846622;8.02941E+12;
A&E Hyaluron Geltonikum regenerierend Fl 200 ml;7845260;8.02941E+12;
A&E Prokollagen Lifting Serum Disp 50 ml;7845134;8.02941E+12;
ABGABE EINER FRAKTIONIERTEN PACKUNG (1.7.-15.9.22);10008084;NA;
ABGABE EINER FRAKTIONIERTEN PACKUNG 16.9.-15.12.22;10008084;NA;
ABGABE EINER FRAKTIONIERTEN PACKUNG 16.9.-8.12.2022;10008084;NA;
ABGABE EINER FRAKTIONIERTEN PACKUNG 7.6.-15.9.2022;10008084;NA;
ABGABE EINER FRAKTIONIERTEN PACKUNG 9.12.-21.12.2022;10008084;NA;
ABGABE EINER FRAKTIONIERTEN PACKUNG: Sept.-Nov.2022;10008084;NA;
ADAPTIC Wundverband 7.6x20.3cm steril Btl 10 Stk;2263850;2.5052E+12;
AEROCHAMBER PLUS Flow-Vu grosse Maske blau;7043001;7.64014E+12;
AEROCHAMBER PLUS Flow-Vu mit Maske (0-18 M) orange;7042964;7.64014E+12;
AIRCAST AirGo Sprunggelenkorthese L rechts;2515464;4.25089E+12;
AKTIFERRIN Tropfen Fl 30 ml;743681;7.6804E+12;
ALLEVYN ADHESIVE Wundverband 7.5x7.5cm 10 Stk;1899103;5.00022E+12;
ALLEVYN GB LITE 10x10cm 10 Stk;5030187;5.00022E+12;
ALPECIN Fresh Haartonikum Vital 200 ml;2787487;4.00867E+12;
ALPINAMED Weihrauch Cannabis MSM Gel Disp 200 ml;7838303;7.613E+12;
AMBEROS Natur Bernsteinkette Baby Baro Honey;7754534;6.19844E+11;
